開始,終了,タイプ,放送局,配信サイト,時間,期間,対象地域,備考
2021-01-13,2021-09-22,放送,TVQ九州放送,,水曜 3:05 - 3:35（火曜深夜）,2021年1月13日 - 9月22日,福岡県,
2021-01-13,2021-09-22,放送,とちぎテレビ,,水曜 0:00 - 0:30（火曜深夜）,2021年1月13日 - 9月22日,栃木県,
2021-01-13,2021-09-22,放送,群馬テレビ,,水曜 0:30 - 1:00（火曜深夜）,2021年1月13日 - 9月22日,群馬県,
2021-01-13,2021-09-22,放送,AT-X,,水曜 21:30 - 22:00,2021年1月13日 - 9月22日,日本全域,CS放送 / リピート放送あり[45]
2021-01-16,2021-09-25,放送,テレビユー福島,,土曜 1:55 - 2:25（金曜深夜）,2021年1月16日 - 9月25日,福島県,[45]
2021-01-16,2021-09-25,放送,アニマックス,,土曜 21:00 - 21:30,2021年1月16日 - 9月25日,日本全域,BS/CS放送[45]
2021-07-06,2021-09-21,放送,TOKYO MX,,火曜 23:00 - 23:30,2021年1月12日 - 9月21日,東京都,
2021-07-06,2021-09-21,放送,BS11,,火曜 23:30 - 水曜 0:00,2021年1月12日 - 9月21日,日本全域,BS放送 / 『ANIME+』枠
2021-07-07,2021-09-22,放送,毎日放送,,水曜 3:30 - 4:00（火曜深夜）,2021年1月13日 - 9月22日,近畿広域圏,『アニメ特区』第3部
2021-07-07,2021-09-22,放送,テレビ愛知,,水曜 2:05 - 2:35（火曜深夜）,2021年1月13日 - 9月22日,愛知県,
2021-07-07,2021-09-22,放送,テレビ北海道,,水曜 1:35 - 2:05（火曜深夜）,2021年1月13日 - 9月22日,北海道,
2021-07-07,2021-09-22,放送,TVQ九州放送,,水曜 3:05 - 3:35（火曜深夜）,2021年1月13日 - 9月22日,福岡県,
2021-07-07,2021-09-22,放送,とちぎテレビ,,水曜 0:00 - 0:30（火曜深夜）,2021年1月13日 - 9月22日,栃木県,
2021-07-07,2021-09-22,放送,群馬テレビ,,水曜 0:30 - 1:00（火曜深夜）,2021年1月13日 - 9月22日,群馬県,
2021-07-07,2021-09-22,放送,AT-X,,水曜 21:30 - 22:00,2021年1月13日 - 9月22日,日本全域,CS放送 / リピート放送あり[45]
2021-07-10,2021-09-25,放送,テレビユー福島,,土曜 1:55 - 2:25（金曜深夜）,2021年1月16日 - 9月25日,福島県,[45]
2021-07-10,2021-09-25,放送,アニマックス,,土曜 21:00 - 21:30,2021年1月16日 - 9月25日,日本全域,BS/CS放送[45]
