開始,終了,タイプ,放送局,配信サイト,時間
2015-01-14,2015-06-24,放送,RKB毎日放送,,水曜 2:13 - 2:43（火曜深夜）
2015-01-14,2015-06-24,放送,毎日放送,,水曜 3:00 - 3:30（火曜深夜）
2015-01-15,2015-06-25,放送,CBCテレビ,,木曜 2:58 - 3:28（水曜深夜）
2015-01-17,2015-06-27,放送,BS11,,土曜 0:30 - 1:00（金曜深夜）
2015-01-17,2015-07-04,放送,アニマックス,,土曜 20:00 - 20:30
2020-07-28,2020-09-22,放送,BS日テレ,,火曜 1:06 - 2:00（月曜深夜）火曜 0:30 - 1:30（月曜深夜）
2015-01-15,,配信,,バンダイチャンネル,木曜 12:00 更新
2015-01-15,,配信,,ニコニコチャンネル,木曜 12:00 更新
2015-01-15,,配信,,ニコニコ生放送,木曜 23:00 - 23:30（第25話 - 第37話）木曜 23:30 - 金曜 0:00（第38話 - 第48話）
2016-04-02,2016-12-24,放送,TOKYO MX,,土曜 0:30 - 1:00（金曜深夜）
2016-04-02,2016-12-25,放送,東北放送,,日曜 2:18 - 2:48（土曜深夜）
2016-04-02,2016-12-25,放送,毎日放送,,日曜 3:28 - 3:58（土曜深夜）
2016-04-03,2016-12-26,放送,BS11,,月曜 0:00 - 0:30（日曜深夜）
2016-04-08,2017-01-13,放送,アニマックス,,金曜 22:00 - 22:30
2016-04-04,,配信,,バンダイチャンネル,月曜 12:00 更新
2016-04-04,,配信,,ニコニコチャンネル,月曜 12:00 更新
2016-04-04,,配信,,ニコニコ生放送,日曜 23:30 - 月曜 0:00
2018-10-06,2019-07-06,放送,TOKYO MX,,土曜 1:05 - 1:35（金曜深夜）
2018-10-06,2019-07-06,放送,BS11,,土曜 1:30 - 2:00（金曜深夜）
2018-10-06,2019-07-06,放送,毎日放送,,土曜 2:55 - 3:25（金曜深夜）
2018-11-04,,放送,アニマックス,,日曜 19:00 - 19:30
2019-07-28,,放送,TOKYO MX,,日曜 20:00 - 21:00
2019-07-28,,放送,BS11,,日曜 20:00 - 21:00
2019-07-29,,放送,毎日放送,,月曜 2:25 - 3:25（日曜深夜）
2018-10-08,,配信,,AbemaTV,月曜 0:00 - 0:30
2018-10-10,,配信,,dアニメストア,水曜 12:00 更新
2018-10-10,,配信,,Hulu,水曜 12:00 更新
2018-10-10,,配信,,U-NEXT,水曜 12:00 更新
2018-10-10,,配信,,Netflix,水曜 12:00 更新
2018-10-10,,配信,,アニメ放題,水曜 12:00 更新
2022-01-08,2022-03-26,放送,TOKYO MX,,土曜 0:30 - 1:00（金曜深夜）
2022-01-08,2022-03-26,放送,BS11,,土曜 0:30 - 1:00（金曜深夜）
2022-01-08,2022-03-26,放送,毎日放送,,土曜 2:55 - 3:25（金曜深夜）
2022-01-22,2022-04-09,放送,アニマックス,,土曜 20:00 - 20:30
2022-12-01,,配信,,Netflix,-
2022-01-08,,配信,,ABEMA,土曜 0:30 - 1:00（金曜深夜）
2022-10-08,,放送,TOKYO MX,,土曜 0:30 - 1:00（金曜深夜）
2022-10-08,,放送,BS11,,土曜 0:30 - 1:00（金曜深夜）
2022-10-08,,放送,毎日放送,,土曜 2:55 - 3:25（金曜深夜）
2022-10-08,,放送,アニマックス,,土曜 21:30 - 22:00
2022-09-01,,配信,,Netflix,-
2022-10-08,,配信,,ABEMA,土曜 0:30 - 1:00（金曜深夜）
2023-01-07,,放送,TOKYO MX,,土曜 0:30 - 1:00（金曜深夜）
2023-01-07,,放送,BS11,,土曜 0:30 - 1:00（金曜深夜）
2023-01-07,,放送,毎日放送,,土曜 2:55 - 3:25（金曜深夜）
2023-01-14,,放送,アニマックス,,土曜 21:30 - 22:00
2022-12-01,,配信,,Netflix,-
2023-01-07,,配信,,ABEMA,土曜 0:30 - 1:00（金曜深夜）
